Pipe Number,Date,Time,R1,R2,R3,R4,R5
P1,2026-05-14,13:03:41,38.57,37.89,35.78,35.59,42.45
P2,2026-05-14,13:03:41,38.27,43.92,44.14,38.83,41.15
P3,2026-05-14,13:03:41,41.06,39.31,40.43,42.64,35.79
P1,2026-05-14,13:04:15,39.97,44.1,35.45,40.52,39.02
P2,2026-05-14,13:04:15,40.82,41.1,40.17,40.75,41.11
P3,2026-05-14,13:04:15,40.24,41.46,43.14,40.68,44.4
P1,2026-05-14,13:04:49,41.26,40.22,42.96,41.15,38.88
P2,2026-05-14,13:04:49,41.09,36.56,41.3,36.47,36.92
P3,2026-05-14,13:04:49,45.0,36.15,43.58,44.28,43.67
P1,2026-05-14,13:05:23,38.32,39.84,43.87,44.94,43.29
P2,2026-05-14,13:05:23,38.35,37.78,35.44,43.12,41.67
P3,2026-05-14,13:05:23,39.47,35.42,39.12,43.96,36.14
P1,2026-05-14,13:05:56,44.16,38.26,40.7,39.54,37.0
P2,2026-05-14,13:05:56,44.09,41.53,37.44,42.41,43.79
P3,2026-05-14,13:05:56,44.27,44.88,40.4,42.2,40.54
P1,2026-05-14,13:06:30,37.12,36.19,37.83,39.76,37.07
P2,2026-05-14,13:06:30,40.11,35.76,42.36,41.41,43.4
P3,2026-05-14,13:06:30,36.15,36.26,36.2,36.34,40.67
P1,2026-05-14,13:07:04,35.51,42.8,36.87,42.04,38.94
P2,2026-05-14,13:07:04,36.84,40.89,35.02,39.01,43.14
P3,2026-05-14,13:07:04,36.43,35.07,36.93,40.97,39.68
P1,2026-05-14,13:07:37,35.41,41.51,35.21,36.58,35.09
P2,2026-05-14,13:07:37,37.51,35.98,37.13,35.16,38.4
P3,2026-05-14,13:07:37,38.17,43.78,41.54,38.3,42.79
P1,2026-05-14,13:08:10,43.75,43.75,44.09,39.89,43.42
P2,2026-05-14,13:08:10,38.51,44.45,42.41,44.13,40.68
P3,2026-05-14,13:08:10,35.09,40.11,37.22,42.5,41.13
P1,2026-05-14,13:08:43,41.06,44.54,43.17,37.12,44.82
P2,2026-05-14,13:08:43,37.67,43.98,38.29,40.6,35.32
P3,2026-05-14,13:08:43,44.95,43.2,41.55,35.02,43.05
P1,2026-05-14,13:09:17,40.12,40.51,43.98,43.65,35.09
P2,2026-05-14,13:09:17,42.45,44.47,35.05,37.75,36.23
P3,2026-05-14,13:09:17,41.84,35.86,35.53,35.48,41.02
P1,2026-05-14,13:09:50,38.05,44.27,39.27,41.08,44.5
P2,2026-05-14,13:09:50,44.57,44.95,38.13,41.52,39.39
P3,2026-05-14,13:09:50,38.47,42.87,44.03,41.75,35.5
P1,2026-05-14,13:10:24,36.17,43.16,41.36,36.71,36.49
P2,2026-05-14,13:10:24,35.87,39.67,43.87,38.53,38.46
P3,2026-05-14,13:10:24,35.01,39.74,39.96,40.25,36.23
P1,2026-05-14,13:10:57,44.49,37.88,42.24,35.01,39.91
P2,2026-05-14,13:10:57,40.71,37.2,35.89,41.17,38.44
P3,2026-05-14,13:10:57,37.44,36.01,36.19,41.75,39.88
P1,2026-05-14,13:11:31,42.81,36.36,43.25,39.49,44.76
P2,2026-05-14,13:11:31,41.89,38.15,44.57,44.3,44.83
P3,2026-05-14,13:11:31,44.56,40.91,38.21,38.64,40.4
P1,2026-05-14,13:12:04,40.73,40.04,42.18,41.9,40.3
P2,2026-05-14,13:12:04,37.82,39.94,42.33,44.5,37.76
P3,2026-05-14,13:12:04,42.82,38.84,36.5,40.98,42.67
P1,2026-05-14,13:12:38,42.49,35.86,38.35,35.3,41.56
P2,2026-05-14,13:12:38,36.79,37.53,39.24,38.34,35.72
P3,2026-05-14,13:12:38,44.97,42.0,44.16,38.63,39.22
P1,2026-05-14,13:13:12,38.89,41.01,36.79,43.59,35.39
P2,2026-05-14,13:13:12,35.34,38.82,41.55,40.44,41.69
P3,2026-05-14,13:13:12,37.85,35.08,39.91,44.33,38.32
P1,2026-05-14,13:13:45,38.35,35.71,41.65,35.24,38.93
P2,2026-05-14,13:13:45,40.97,42.24,43.01,36.21,44.13
P3,2026-05-14,13:13:45,42.72,42.22,43.15,40.97,38.97
P1,2026-05-14,13:14:19,36.04,35.46,42.59,40.25,37.41
P2,2026-05-14,13:14:19,40.29,37.57,42.91,39.22,39.28
P3,2026-05-14,13:14:19,40.94,37.2,44.98,37.94,38.19
P1,2026-05-14,13:14:52,43.12,41.03,40.68,36.95,42.8
P2,2026-05-14,13:14:52,36.0,40.86,39.51,38.72,43.41
P3,2026-05-14,13:14:52,42.57,40.95,40.92,43.1,42.44
P1,2026-05-14,13:15:26,44.09,44.05,38.66,35.47,42.36
P2,2026-05-14,13:15:26,38.95,41.72,43.93,40.52,35.78
P3,2026-05-14,13:15:26,36.27,36.02,41.22,41.48,38.69
P1,2026-05-14,13:16:00,36.66,36.8,36.58,37.13,35.47
P2,2026-05-14,13:16:00,41.15,42.69,39.52,35.09,35.19
P3,2026-05-14,13:16:00,36.02,37.93,39.21,38.24,44.91
P1,2026-05-14,13:16:33,36.44,37.15,44.01,35.01,44.49
P2,2026-05-14,13:16:33,40.1,37.93,39.01,44.03,42.29
P3,2026-05-14,13:16:33,40.3,38.62,39.27,38.77,44.62
P1,2026-05-14,13:17:07,36.4,41.54,35.25,39.64,44.36
P2,2026-05-14,13:17:07,43.34,39.61,37.04,40.57,36.55
P3,2026-05-14,13:17:07,36.26,43.63,37.28,41.3,38.41
P1,2026-05-14,13:17:41,40.77,37.81,44.76,37.24,41.76
P2,2026-05-14,13:17:41,42.29,39.98,35.71,42.88,40.32
P3,2026-05-14,13:17:41,38.52,35.82,44.98,35.79,37.0
P1,2026-05-14,13:18:14,40.84,44.46,44.05,37.83,36.61
P2,2026-05-14,13:18:14,36.07,43.03,41.15,44.65,35.75
P3,2026-05-14,13:18:14,41.3,41.94,35.35,36.66,40.56
P1,2026-05-14,13:18:48,44.6,36.66,41.25,43.3,43.86
P2,2026-05-14,13:18:48,36.86,41.07,37.76,39.04,36.06
P3,2026-05-14,13:18:48,36.77,35.6,35.97,36.25,40.21
P1,2026-05-14,13:19:21,41.13,39.28,36.02,44.49,41.96
P2,2026-05-14,13:19:21,35.16,38.3,38.4,41.73,41.5
P3,2026-05-14,13:19:21,43.9,40.01,40.07,42.97,41.39
P1,2026-05-14,13:19:55,37.03,37.19,43.99,41.46,35.74
P2,2026-05-14,13:19:55,38.87,37.28,43.78,44.08,39.52
P3,2026-05-14,13:19:55,37.96,42.74,42.19,38.91,40.51
P1,2026-05-14,13:20:28,35.99,36.66,36.29,40.98,40.02
P2,2026-05-14,13:20:28,42.76,40.07,41.01,42.32,38.43
P3,2026-05-14,13:20:28,36.84,38.3,38.31,40.28,41.46
P1,2026-05-14,13:21:02,41.23,40.82,36.14,39.54,39.17
P2,2026-05-14,13:21:02,45.0,36.53,35.99,38.53,40.94
P3,2026-05-14,13:21:02,36.5,41.78,40.62,41.8,40.69
P1,2026-05-14,13:21:36,42.24,40.29,41.16,38.42,42.67
P2,2026-05-14,13:21:36,40.38,43.09,41.9,36.21,44.89
P3,2026-05-14,13:21:36,38.65,41.61,43.91,39.78,40.48
P1,2026-05-14,13:22:09,37.68,36.07,39.16,42.74,36.53
P2,2026-05-14,13:22:09,35.37,38.43,35.57,40.68,39.78
P3,2026-05-14,13:22:09,41.98,43.62,42.89,44.92,37.76
P1,2026-05-14,13:22:43,42.56,36.05,39.61,37.35,40.77
P2,2026-05-14,13:22:43,41.88,39.28,37.05,42.34,35.38
P3,2026-05-14,13:22:43,36.93,41.72,38.4,35.92,43.0
P1,2026-05-14,13:23:16,37.57,42.97,44.38,42.09,39.95
P2,2026-05-14,13:23:16,35.2,44.92,35.42,41.95,41.6
P3,2026-05-14,13:23:16,42.43,38.15,44.42,36.79,38.62
P1,2026-05-14,13:23:50,41.53,40.64,37.58,40.89,35.36
P2,2026-05-14,13:23:50,39.76,44.47,44.22,41.32,37.9
P3,2026-05-14,13:23:50,44.18,37.6,44.2,39.56,38.34
P1,2026-05-14,13:24:23,43.24,37.58,44.13,38.29,41.3
P2,2026-05-14,13:24:23,38.68,39.89,37.69,39.75,35.35
P3,2026-05-14,13:24:23,44.82,35.17,40.68,38.69,44.22
P1,2026-05-14,13:24:57,36.26,36.86,36.69,35.74,38.6
P2,2026-05-14,13:24:57,41.92,35.32,36.69,38.96,37.59
P3,2026-05-14,13:24:57,41.78,42.53,37.53,42.43,39.37
P1,2026-05-14,13:25:30,39.08,35.03,38.22,44.22,38.63
P2,2026-05-14,13:25:30,36.25,35.74,35.17,42.74,43.5
P3,2026-05-14,13:25:30,42.47,37.89,36.33,44.11,42.48
P1,2026-05-14,13:26:04,38.63,44.98,37.79,37.34,42.64
P2,2026-05-14,13:26:04,37.1,43.95,43.79,38.42,35.34
P3,2026-05-14,13:26:04,38.56,41.1,41.71,39.98,42.21
P1,2026-05-14,13:26:38,40.74,37.33,37.73,37.31,43.35
P2,2026-05-14,13:26:38,40.01,42.15,36.99,38.68,42.54
P3,2026-05-14,13:26:38,35.76,43.47,38.41,35.05,35.05
P1,2026-05-14,13:27:11,35.07,40.88,39.71,41.1,35.96
P2,2026-05-14,13:27:11,41.74,40.56,37.5,38.5,38.38
P3,2026-05-14,13:27:11,38.36,36.04,41.71,42.18,41.37
P1,2026-05-14,13:27:44,36.66,35.37,38.96,36.27,38.39
P2,2026-05-14,13:27:44,38.96,43.93,44.91,37.42,38.56
P3,2026-05-14,13:27:44,43.7,44.65,39.82,35.21,41.45
P1,2026-05-14,13:28:17,41.01,40.22,35.68,35.76,40.05
P2,2026-05-14,13:28:17,40.79,35.71,35.23,41.6,38.54
P3,2026-05-14,13:28:17,35.35,35.73,40.46,37.01,38.74
P1,2026-05-14,13:28:51,39.75,40.64,38.26,43.57,37.49
P2,2026-05-14,13:28:51,38.21,36.57,39.0,36.02,35.85
P3,2026-05-14,13:28:51,44.96,37.97,42.29,35.29,37.34
P1,2026-05-14,13:29:24,37.75,37.28,38.64,38.9,40.75
P2,2026-05-14,13:29:24,40.12,41.69,43.62,36.31,44.09
P3,2026-05-14,13:29:24,44.03,37.44,40.63,35.59,40.55
P1,2026-05-14,13:29:57,44.22,36.26,44.26,36.34,39.21
P2,2026-05-14,13:29:57,37.65,35.25,40.45,44.39,38.78
P3,2026-05-14,13:29:57,36.84,43.22,41.95,44.87,38.54
P1,2026-05-14,13:30:30,43.4,41.16,40.26,42.5,40.89
P2,2026-05-14,13:30:30,39.51,44.42,39.5,41.42,41.27
P3,2026-05-14,13:30:30,37.54,41.92,42.52,42.03,35.72
P1,2026-05-14,13:31:04,40.09,35.31,39.59,44.28,44.81
P2,2026-05-14,13:31:04,37.41,36.89,38.83,37.02,40.62
P3,2026-05-14,13:31:04,37.28,36.29,43.13,41.47,40.2
P1,2026-05-14,13:31:37,37.66,41.24,38.37,39.38,41.15
P2,2026-05-14,13:31:37,41.34,39.64,43.49,43.37,38.59
P3,2026-05-14,13:31:37,36.35,43.01,44.83,37.15,37.24
P1,2026-05-14,13:32:11,37.36,37.62,38.52,44.69,35.3
P2,2026-05-14,13:32:11,43.75,36.81,35.96,38.55,41.5
P3,2026-05-14,13:32:11,42.58,41.64,44.16,43.71,42.67
P1,2026-05-14,13:32:44,38.3,44.36,40.4,40.4,44.64
P2,2026-05-14,13:32:44,40.54,38.21,40.52,42.53,36.95
P3,2026-05-14,13:32:44,40.18,42.34,40.01,42.47,38.14
P1,2026-05-14,13:33:18,36.85,42.29,40.72,37.72,39.73
P2,2026-05-14,13:33:18,38.45,41.28,37.67,43.38,41.1
P3,2026-05-14,13:33:18,37.36,41.75,37.9,39.23,42.64
P1,2026-05-14,13:33:51,44.72,36.3,44.86,40.13,41.05
P2,2026-05-14,13:33:51,36.25,39.48,36.28,37.61,40.27
P3,2026-05-14,13:33:51,44.35,41.51,40.7,39.97,41.98
P1,2026-05-14,13:34:25,42.19,39.74,35.07,40.66,37.71
P2,2026-05-14,13:34:25,39.4,44.47,43.16,43.06,39.95
P3,2026-05-14,13:34:25,43.88,42.53,35.44,37.75,39.19
P1,2026-05-14,13:34:58,41.77,37.31,41.2,39.42,42.65
P2,2026-05-14,13:34:58,44.68,39.15,40.52,36.04,39.58
P3,2026-05-14,13:34:58,40.94,35.07,42.96,36.54,40.15
P1,2026-05-14,13:35:32,44.79,36.39,36.71,41.27,39.93
P2,2026-05-14,13:35:32,36.3,38.11,36.57,35.34,36.15
P3,2026-05-14,13:35:32,39.45,38.26,44.21,43.64,37.78
P1,2026-05-14,13:36:06,44.07,43.71,38.89,41.03,36.88
P2,2026-05-14,13:36:06,44.63,37.8,40.15,44.21,36.81
P3,2026-05-14,13:36:06,35.4,40.9,43.03,36.09,36.92
P1,2026-05-14,13:36:39,39.82,44.95,42.47,39.5,41.85
P2,2026-05-14,13:36:39,41.16,40.85,38.49,41.42,44.02
P3,2026-05-14,13:36:39,42.13,42.76,38.38,35.93,39.35
P1,2026-05-14,13:37:13,36.48,39.17,35.25,37.84,35.36
P2,2026-05-14,13:37:13,43.73,35.66,37.15,37.37,43.16
P3,2026-05-14,13:37:13,38.75,40.37,40.02,36.74,36.19
P1,2026-05-14,13:37:46,43.95,38.78,37.47,37.63,35.01
P2,2026-05-14,13:37:46,41.0,43.9,42.59,42.76,37.93
P3,2026-05-14,13:37:46,40.26,35.49,35.88,35.54,35.76
P1,2026-05-14,13:38:20,42.6,40.88,36.84,44.03,37.6
P2,2026-05-14,13:38:20,37.46,44.4,38.64,39.05,36.23
P3,2026-05-14,13:38:20,40.84,43.14,42.11,43.55,44.44
P1,2026-05-14,13:38:53,44.38,42.0,38.8,44.3,38.18
P2,2026-05-14,13:38:53,42.1,38.96,40.68,35.38,36.17
P3,2026-05-14,13:38:53,39.35,39.92,38.23,44.58,36.78
P1,2026-05-14,13:39:27,42.48,38.65,42.03,40.94,39.63
P2,2026-05-14,13:39:27,42.86,43.61,41.91,43.14,42.01
P3,2026-05-14,13:39:27,39.83,43.99,41.2,44.67,35.94
P1,2026-05-14,13:40:01,44.72,36.5,42.53,36.64,37.23
P2,2026-05-14,13:40:01,35.8,37.2,39.85,41.86,35.96
P3,2026-05-14,13:40:01,44.98,43.09,42.09,42.6,43.94
P1,2026-05-14,13:40:34,38.42,36.91,43.56,42.91,41.37
P2,2026-05-14,13:40:34,37.27,43.1,42.14,43.67,37.98
P3,2026-05-14,13:40:34,42.64,42.52,44.49,41.76,41.25
P1,2026-05-14,13:41:08,40.41,37.78,35.74,36.42,38.38
P2,2026-05-14,13:41:08,37.22,41.48,35.22,37.86,41.45
P3,2026-05-14,13:41:08,40.91,37.94,36.64,37.63,40.83
P1,2026-05-14,13:41:41,44.68,35.94,43.98,36.03,36.1
P2,2026-05-14,13:41:41,35.75,44.08,36.87,35.74,44.63
P3,2026-05-14,13:41:41,35.57,39.55,42.62,37.18,44.06
P1,2026-05-14,13:42:15,44.73,37.12,36.05,41.75,42.35
P2,2026-05-14,13:42:15,35.57,37.85,40.4,38.28,38.21
P3,2026-05-14,13:42:15,43.99,44.06,38.98,40.84,42.24
P1,2026-05-14,13:42:49,36.64,44.51,37.91,42.84,39.2
P2,2026-05-14,13:42:49,38.3,38.38,43.73,41.21,44.04
P3,2026-05-14,13:42:49,37.2,39.27,39.99,38.38,35.22
P1,2026-05-14,13:43:22,43.43,39.15,35.3,36.94,44.35
P2,2026-05-14,13:43:22,44.12,41.44,36.0,36.74,40.5
P3,2026-05-14,13:43:22,36.84,40.73,36.28,38.87,40.22
P1,2026-05-14,13:43:56,37.75,42.44,40.71,35.21,41.71
P2,2026-05-14,13:43:56,39.56,42.67,40.7,35.04,41.43
P3,2026-05-14,13:43:56,35.16,38.43,38.02,35.25,40.27
P1,2026-05-14,13:44:29,41.5,43.18,39.27,35.17,39.93
P2,2026-05-14,13:44:29,37.76,36.84,42.42,35.81,44.55
P3,2026-05-14,13:44:29,43.48,35.98,40.85,44.75,40.85
P1,2026-05-14,13:45:03,44.82,37.01,36.42,38.41,44.18
P2,2026-05-14,13:45:03,35.86,35.38,44.09,39.24,42.74
P3,2026-05-14,13:45:03,39.4,39.18,38.8,43.81,35.02
P1,2026-05-14,13:45:37,42.43,36.74,37.02,37.17,39.44
P2,2026-05-14,13:45:37,42.02,42.89,43.43,41.01,36.33
P3,2026-05-14,13:45:37,42.13,39.53,35.18,41.39,39.74
P1,2026-05-14,13:46:10,41.84,42.8,37.12,36.94,35.31
P2,2026-05-14,13:46:10,37.3,39.46,43.41,40.31,38.33
P3,2026-05-14,13:46:10,40.87,35.27,38.75,36.6,40.01
P1,2026-05-14,13:46:44,35.37,40.51,44.13,36.93,40.73
P2,2026-05-14,13:46:44,41.2,43.15,41.19,38.86,36.01
P3,2026-05-14,13:46:44,38.56,35.15,39.22,39.26,40.13
P1,2026-05-14,13:47:17,35.29,37.2,38.52,37.88,37.9
P2,2026-05-14,13:47:17,44.97,41.11,39.41,36.85,42.47
P3,2026-05-14,13:47:17,41.53,38.29,44.39,36.58,37.31
P1,2026-05-14,13:47:50,43.91,38.26,44.67,40.52,42.35
P2,2026-05-14,13:47:50,44.53,35.95,41.95,42.65,36.46
P3,2026-05-14,13:47:50,42.27,37.43,42.35,40.7,37.68
P1,2026-05-14,13:48:24,37.93,44.98,37.72,37.29,42.16
P2,2026-05-14,13:48:24,43.32,44.63,37.0,44.14,37.55
P3,2026-05-14,13:48:24,35.17,37.75,37.16,44.78,37.5
P1,2026-05-14,13:48:57,38.02,38.24,44.86,40.35,35.61
P2,2026-05-14,13:48:57,36.89,43.66,42.67,37.46,43.96
P3,2026-05-14,13:48:57,35.71,36.11,39.58,43.07,36.87
P1,2026-05-14,13:49:31,37.05,38.54,42.19,39.54,35.65
P2,2026-05-14,13:49:31,38.76,44.91,40.99,36.09,36.77
P3,2026-05-14,13:49:31,42.43,40.99,40.34,37.06,35.6
P1,2026-05-14,13:50:04,35.42,38.01,42.15,35.8,41.75
P2,2026-05-14,13:50:04,41.42,35.19,43.77,37.63,39.81
P3,2026-05-14,13:50:04,41.38,41.5,43.3,39.99,38.85
P1,2026-05-14,13:50:38,41.97,39.33,35.11,43.94,39.06
P2,2026-05-14,13:50:38,44.22,35.58,40.26,37.36,43.45
P3,2026-05-14,13:50:38,43.34,36.99,38.17,44.95,42.13
P1,2026-05-14,13:51:12,41.75,41.55,41.98,37.1,38.12
P2,2026-05-14,13:51:12,37.59,35.65,43.41,37.86,36.28
P3,2026-05-14,13:51:12,36.87,35.05,35.06,39.75,35.23
P1,2026-05-14,13:51:45,44.13,36.2,39.7,36.4,35.77
P2,2026-05-14,13:51:45,35.53,43.79,41.93,42.88,35.53
P3,2026-05-14,13:51:45,38.08,42.2,41.28,41.51,35.25
P1,2026-05-14,13:52:19,42.58,36.11,41.7,35.74,41.37
P2,2026-05-14,13:52:19,42.47,43.66,35.2,35.4,36.61
P3,2026-05-14,13:52:19,38.56,43.98,36.42,36.27,44.79
P1,2026-05-14,13:52:53,40.38,36.68,35.19,44.73,43.26
P2,2026-05-14,13:52:53,39.01,42.0,42.81,39.54,43.03
P3,2026-05-14,13:52:53,42.75,40.81,37.57,39.97,40.7
P1,2026-05-14,13:53:26,40.22,35.22,41.13,38.22,40.21
P2,2026-05-14,13:53:26,43.67,40.56,44.62,35.04,37.63
P3,2026-05-14,13:53:26,40.91,40.87,39.74,44.64,38.7
P1,2026-05-14,13:54:00,43.03,37.13,35.96,42.62,42.91
P2,2026-05-14,13:54:00,40.38,42.54,39.26,43.05,36.31
P3,2026-05-14,13:54:00,41.05,43.3,36.07,41.66,40.99
P1,2026-05-14,13:54:34,39.39,40.22,35.07,35.9,39.36
P2,2026-05-14,13:54:34,36.98,38.81,36.12,43.18,40.81
P3,2026-05-14,13:54:34,44.01,37.52,38.09,39.95,38.14
P1,2026-05-14,13:55:07,39.17,36.75,38.79,38.81,38.85
P2,2026-05-14,13:55:07,44.31,36.38,40.89,37.43,44.88
P3,2026-05-14,13:55:07,40.99,44.75,39.19,40.46,42.17
P1,2026-05-14,13:55:41,42.85,43.83,38.66,37.87,36.38
P2,2026-05-14,13:55:41,42.32,41.03,35.79,37.2,38.3
P3,2026-05-14,13:55:41,43.21,43.33,36.92,44.69,36.79
P1,2026-05-14,13:56:14,40.21,41.4,36.86,43.44,36.04
P2,2026-05-14,13:56:14,44.78,42.84,41.9,36.07,39.5
P3,2026-05-14,13:56:14,35.35,44.8,39.45,41.34,40.62
P1,2026-05-14,13:56:48,44.98,36.47,39.59,36.41,44.98
P2,2026-05-14,13:56:48,36.34,39.85,39.55,40.93,38.32
P3,2026-05-14,13:56:48,36.2,42.34,44.23,37.41,43.46
P1,2026-05-14,13:57:21,41.34,39.61,42.92,41.97,39.48
P2,2026-05-14,13:57:21,36.92,42.62,38.1,39.1,37.95
P3,2026-05-14,13:57:21,39.3,39.99,37.92,36.91,44.01
P1,2026-05-14,13:57:55,37.24,40.1,43.19,39.57,35.11
P2,2026-05-14,13:57:55,36.66,43.78,37.08,35.42,43.85
P3,2026-05-14,13:57:55,38.74,40.67,43.79,40.64,42.58
P1,2026-05-14,13:58:28,38.52,40.11,42.31,44.28,43.01
P2,2026-05-14,13:58:28,36.2,44.4,37.48,38.38,41.11
P3,2026-05-14,13:58:28,43.08,44.07,42.91,37.54,41.22
P1,2026-05-14,13:59:02,40.68,40.46,36.17,40.65,44.38
P2,2026-05-14,13:59:02,44.88,37.11,43.48,36.13,36.68
P3,2026-05-14,13:59:02,37.84,43.19,41.82,38.17,41.04
P1,2026-05-14,13:59:35,37.75,35.71,42.09,39.23,37.39
P2,2026-05-14,13:59:35,39.75,35.05,35.77,35.37,44.67
P3,2026-05-14,13:59:35,36.37,41.78,43.81,41.89,43.65
P1,2026-05-14,14:00:09,38.23,40.73,36.95,44.18,41.95
P2,2026-05-14,14:00:09,37.67,43.7,43.33,44.75,39.34
P3,2026-05-14,14:00:09,42.32,36.12,36.9,38.38,43.31
P1,2026-05-14,14:00:42,42.23,40.27,37.37,43.74,40.02
P2,2026-05-14,14:00:42,43.31,37.78,35.33,35.38,37.23
P3,2026-05-14,14:00:42,37.11,41.26,40.3,43.5,43.65
P1,2026-05-14,14:01:16,40.33,37.27,35.49,38.01,36.8
P2,2026-05-14,14:01:16,41.81,37.01,44.4,38.43,40.03
P3,2026-05-14,14:01:16,41.03,37.7,39.37,42.14,38.92
P1,2026-05-14,14:01:50,44.46,37.5,35.23,42.52,42.21
P2,2026-05-14,14:01:50,40.2,39.98,43.48,40.63,43.99
P3,2026-05-14,14:01:50,43.28,38.83,36.33,40.05,43.6
P1,2026-05-14,14:02:23,39.45,42.51,44.56,40.15,35.36
P2,2026-05-14,14:02:23,40.66,35.43,44.66,42.14,36.41
P3,2026-05-14,14:02:23,38.28,37.14,39.47,40.64,38.61
P1,2026-05-14,14:02:57,37.12,35.77,43.02,41.7,42.88
P2,2026-05-14,14:02:57,36.0,42.7,39.7,38.54,42.72
P3,2026-05-14,14:02:57,40.51,40.66,38.4,37.09,35.46
P1,2026-05-14,14:03:31,38.31,36.73,40.32,41.02,39.81
P2,2026-05-14,14:03:31,39.34,40.18,43.69,37.17,41.38
P3,2026-05-14,14:03:31,36.36,35.62,35.69,43.42,40.03
P1,2026-05-14,14:04:04,35.64,39.66,36.62,37.99,42.7
P2,2026-05-14,14:04:04,35.21,37.38,41.83,40.57,41.18
P3,2026-05-14,14:04:04,38.82,39.74,38.22,36.06,41.69
P1,2026-05-14,14:04:38,40.57,38.18,36.23,40.33,41.24
P2,2026-05-14,14:04:38,39.11,38.49,38.5,40.6,41.66
P3,2026-05-14,14:04:38,44.26,36.3,42.69,42.29,35.64
P1,2026-05-14,14:05:11,37.06,43.59,37.62,39.04,39.24
P2,2026-05-14,14:05:11,44.85,37.06,41.9,40.99,40.0
P3,2026-05-14,14:05:11,44.45,38.57,39.45,37.8,44.91
P1,2026-05-14,14:05:44,41.69,39.58,38.85,39.53,36.96
P2,2026-05-14,14:05:44,41.29,40.78,37.86,40.1,44.09
P3,2026-05-14,14:05:44,44.36,38.17,44.57,40.94,39.08
P1,2026-05-14,14:06:17,35.79,37.43,42.84,37.56,43.82
P2,2026-05-14,14:06:17,39.51,42.25,39.31,44.14,40.58
P3,2026-05-14,14:06:17,37.19,39.63,39.91,36.72,40.03
P1,2026-05-14,14:06:51,39.2,37.39,39.44,43.36,37.55
P2,2026-05-14,14:06:51,38.14,36.2,40.46,35.34,40.48
P3,2026-05-14,14:06:51,40.68,38.85,44.57,44.01,37.92
P1,2026-05-14,14:07:24,43.05,38.18,36.46,37.29,41.31
P2,2026-05-14,14:07:24,37.94,43.11,40.64,36.8,35.32
P3,2026-05-14,14:07:24,35.05,37.13,37.52,40.65,43.32
P1,2026-05-14,14:07:58,35.76,38.18,38.21,41.53,36.39
P2,2026-05-14,14:07:58,39.66,38.11,35.06,37.58,37.46
P3,2026-05-14,14:07:58,41.4,44.4,41.75,35.42,35.82
P1,2026-05-14,14:08:31,36.2,39.71,39.23,38.11,44.05
P2,2026-05-14,14:08:31,37.59,37.05,39.62,43.07,35.67
P3,2026-05-14,14:08:31,44.74,41.24,41.47,39.17,39.0
P1,2026-05-14,14:09:05,35.86,35.31,38.79,39.16,41.7
P2,2026-05-14,14:09:05,43.82,37.55,40.05,42.94,41.56
P3,2026-05-14,14:09:05,41.05,42.27,40.66,42.02,38.89
P1,2026-05-14,14:09:38,36.65,38.61,36.37,36.37,36.88
P2,2026-05-14,14:09:38,40.41,40.77,42.91,44.05,42.55
P3,2026-05-14,14:09:38,38.08,38.98,35.67,39.99,43.08
P1,2026-05-14,14:10:12,38.98,43.03,39.75,41.61,44.5
P2,2026-05-14,14:10:12,38.38,35.75,43.03,36.73,39.51
P3,2026-05-14,14:10:12,42.47,39.52,35.71,40.83,44.89
P1,2026-05-14,14:10:46,38.18,41.49,35.71,38.96,40.87
P2,2026-05-14,14:10:46,44.7,44.1,43.11,44.8,35.65
P3,2026-05-14,14:10:46,40.8,42.29,36.06,38.3,36.72
P1,2026-05-14,14:11:20,36.2,42.87,43.42,41.29,36.46
P2,2026-05-14,14:11:20,42.88,39.5,35.34,43.54,42.51
P3,2026-05-14,14:11:20,36.99,39.47,35.04,38.66,37.69
P1,2026-05-14,14:11:53,38.46,38.29,36.71,36.93,36.59
P2,2026-05-14,14:11:53,44.09,38.33,35.91,41.1,40.82
P3,2026-05-14,14:11:53,39.71,36.57,43.61,39.7,38.21
P1,2026-05-14,14:12:27,43.1,40.37,44.02,36.73,38.56
P2,2026-05-14,14:12:27,36.54,41.4,42.85,42.51,37.09
P3,2026-05-14,14:12:27,43.54,35.22,36.03,41.2,40.43
P1,2026-05-14,14:13:00,39.46,38.44,40.03,38.48,41.95
P2,2026-05-14,14:13:00,39.15,36.43,42.91,44.32,40.8
P3,2026-05-14,14:13:00,39.86,42.83,43.03,35.86,45.0
P1,2026-05-14,14:13:34,35.14,42.8,44.0,41.36,36.78
P2,2026-05-14,14:13:34,41.62,43.29,40.0,41.3,41.46
P3,2026-05-14,14:13:34,40.35,42.72,39.75,41.11,44.01
P1,2026-05-14,14:14:08,43.37,43.59,37.08,42.63,43.48
P2,2026-05-14,14:14:08,38.41,35.8,41.61,41.71,35.12
P3,2026-05-14,14:14:08,35.08,40.29,35.41,38.48,42.93
P1,2026-05-14,14:14:46,42.52,39.36,41.01,35.45,39.46
P2,2026-05-14,14:14:46,37.08,39.03,42.71,38.86,35.26
P3,2026-05-14,14:14:46,37.56,36.53,41.95,44.72,44.85
P1,2026-05-14,14:15:25,36.47,42.33,41.57,37.47,35.59
P2,2026-05-14,14:15:25,43.54,39.96,42.35,35.63,44.89
P3,2026-05-14,14:15:25,44.77,38.27,40.74,40.85,36.35
P1,2026-05-14,14:16:05,41.68,43.09,44.88,40.3,40.37
